dataset,pipeline,timestamp,ess_bulk_min,ess_tail_min,r_hat_max,mcse_mean_max,mcse_sd_max,divergences
Shin2017A,BDCNN,20260529-003939,6466.0,1849.0,1.01,0.001,0.002,0
Shin2017A,BDCNN,20260529-005641,5075.0,2086.0,1.01,0.001,0.001,0
Shin2017A,BDCNN,20260529-010512,4987.0,2026.0,1.01,0.001,0.001,0
Stieger2021,CSPBLDA,20260529-070641,1921.0,2310.0,1.0,0.0,0.0,0
Stieger2021,CSPBLDA,20260529-061327,1609.0,2234.0,1.0,0.0,0.0,0
Stieger2021,CSPBLDA,20260529-075854,1692.0,2405.0,1.0,0.0,0.0,0
Stieger2021,CSPBLDA,20260529-042741,1843.0,2134.0,1.0,0.0,0.0,0
Stieger2021,CSPBLDA,20260529-094717,2007.0,2341.0,1.0,0.0,0.0,0
Stieger2021,CSPBLDA,20260529-015043,1672.0,1879.0,1.0,0.0,0.0,0
Stieger2021,CSPBLDA,20260529-033527,1655.0,2251.0,1.0,0.0,0.0,0
Stieger2021,CSPBLDA,20260529-052126,1963.0,2356.0,1.0,0.0,0.0,0
Stieger2021,CSPBLDA,20260529-085113,1767.0,2392.0,1.0,0.0,0.0,0
Stieger2021,CSPBLDA,20260529-024315,1730.0,2356.0,1.0,0.0,0.0,0
Stieger2021,CSPGP,20260529-171243,801.0,1276.0,1.0,0.015,0.012,0
Stieger2021,CSPGP,20260529-123413,778.0,1525.0,1.0,0.01,0.015,0
Stieger2021,CSPGP,20260529-185817,1019.0,2032.0,1.0,0.008,0.016,0
Stieger2021,CSPGP,20260529-132544,685.0,1166.0,1.01,0.015,0.01,0
Stieger2021,CSPGP,20260529-194720,703.0,1399.0,1.01,0.012,0.013,0
Stieger2021,CSPGP,20260529-114151,721.0,1560.0,1.01,0.011,0.013,0
Stieger2021,CSPGP,20260529-141926,695.0,1163.0,1.0,0.01,0.011,0
Stieger2021,CSPGP,20260529-161757,624.0,1395.0,1.01,0.011,0.012,0
Stieger2021,CSPGP,20260529-180715,890.0,1484.0,1.0,0.01,0.013,0
Stieger2021,CSPGP,20260529-151741,850.0,1523.0,1.0,0.012,0.015,0
Stieger2021,TSBLR,20260529-221238,3870.0,2575.0,1.0,0.0,0.001,0
Stieger2021,TSBLR,20260529-222133,3791.0,2533.0,1.0,0.0,0.001,0
Stieger2021,TSBLR,20260529-215503,4058.0,2702.0,1.0,0.0,0.001,0
Stieger2021,TSBLR,20260529-212838,4268.0,2664.0,1.0,0.0,0.001,0
Stieger2021,TSBLR,20260529-210202,3857.0,2743.0,1.0,0.0,0.001,0
Stieger2021,TSBLR,20260529-212000,4218.0,2567.0,1.0,0.0,0.001,0
Stieger2021,TSBLR,20260529-220359,4158.0,2634.0,1.0,0.0,0.001,0
Stieger2021,TSBLR,20260529-213728,4062.0,2558.0,1.0,0.0,0.001,0
Stieger2021,TSBLR,20260529-214610,4044.0,2606.0,1.0,0.0,0.001,0
Stieger2021,TSBLR,20260529-211058,4490.0,2659.0,1.0,0.0,0.001,0
Stieger2021,TSGP,20260602-182746,470.0,998.0,1.01,0.012,0.018,0
Stieger2021,TSGP,20260602-195428,468.0,806.0,1.01,0.011,0.02,0
Stieger2021,TSGP,20260602-200846,417.0,913.0,1.0,0.011,0.02,0
Stieger2021,TSGP,20260602-191133,519.0,990.0,1.0,0.013,0.019,0
Stieger2021,TSGP,20260602-184235,428.0,999.0,1.0,0.011,0.018,0
Stieger2021,TSGP,20260602-181256,387.0,653.0,1.01,0.019,0.016,0
Stieger2021,TSGP,20260602-202303,435.0,825.0,1.01,0.012,0.017,0
Stieger2021,TSGP,20260602-192601,356.0,902.0,1.01,0.011,0.018,0
Stieger2021,TSGP,20260602-194004,411.0,788.0,1.01,0.013,0.017,0
Stieger2021,TSGP,20260602-185700,416.0,881.0,1.01,0.012,0.016,0
Stieger2021,BSCNN,20260603-025939,4853.0,2377.0,1.01,0.0,0.001,0
Stieger2021,BSCNN,20260603-015740,5279.0,2298.0,1.01,0.0,0.001,0
Stieger2021,BSCNN,20260603-081242,4771.0,2329.0,1.01,0.0,0.001,0
Stieger2021,BSCNN,20260602-235026,4939.0,2332.0,1.01,0.0,0.001,0
Stieger2021,BSCNN,20260603-050504,5148.0,2303.0,1.01,0.0,0.001,0
Stieger2021,BSCNN,20260603-005314,4919.0,2490.0,1.01,0.0,0.001,0
Stieger2021,BSCNN,20260603-040141,4497.0,2394.0,1.01,0.0,0.001,0
Stieger2021,BSCNN,20260603-060711,5036.0,2325.0,1.01,0.0,0.001,0
Stieger2021,BSCNN,20260603-091609,5104.0,2231.0,1.01,0.0,0.001,0
Stieger2021,BSCNN,20260603-071009,4933.0,2262.0,1.01,0.0,0.001,0
Stieger2021,BDCNN,20260603-173640,7698.0,2013.0,1.01,0.0,0.0,0
Stieger2021,BDCNN,20260604-013512,4619.0,2044.0,1.01,0.0,0.0,0
Stieger2021,BDCNN,20260603-193609,4149.0,2160.0,1.01,0.0,0.0,0
Stieger2021,BDCNN,20260603-232541,5810.0,2047.0,1.01,0.0,0.0,0
Stieger2021,BDCNN,20260603-141356,7463.0,1941.0,1.01,0.0,0.0,0
Stieger2021,BDCNN,20260603-212010,6855.0,2073.0,1.01,0.0,0.0,0
Stieger2021,BDCNN,20260604-032211,7673.0,1881.0,1.01,0.0,0.0,0
Stieger2021,BDCNN,20260604-052209,5304.0,2124.0,1.01,0.0,0.0,0
Stieger2021,BDCNN,20260603-123500,7017.0,1821.0,1.01,0.0,0.0,0
Stieger2021,BDCNN,20260603-155508,5155.0,2059.0,1.01,0.0,0.0,0
Weibo2014,CSPBLDA,20260604-073141,2354.0,2517.0,1.0,0.001,0.001,0
Weibo2014,CSPBLDA,20260604-083809,2151.0,2370.0,1.0,0.001,0.001,0
Weibo2014,CSPBLDA,20260604-074309,2140.0,2410.0,1.0,0.001,0.001,0
Weibo2014,CSPBLDA,20260604-081848,2127.0,2465.0,1.0,0.001,0.001,0
Weibo2014,CSPBLDA,20260604-080818,1847.0,2512.0,1.0,0.002,0.001,0
Weibo2014,CSPBLDA,20260604-075211,1915.0,2114.0,1.0,0.002,0.001,0
Weibo2014,CSPBLDA,20260604-072348,2413.0,2668.0,1.0,0.001,0.001,0
Weibo2014,CSPBLDA,20260604-082811,2144.0,1988.0,1.0,0.001,0.001,0
Weibo2014,CSPBLDA,20260604-080041,1344.0,2149.0,1.0,0.002,0.001,0
Weibo2014,CSPBLDA,20260604-084709,1887.0,2078.0,1.0,0.002,0.001,0
Weibo2014,CSPGP,20260604-093709,1648.0,1945.0,1.0,0.013,0.018,0
Weibo2014,CSPGP,20260604-104050,905.0,1947.0,1.0,0.016,0.015,0
Weibo2014,CSPGP,20260604-090220,1348.0,2190.0,1.0,0.012,0.016,0
Weibo2014,CSPGP,20260604-105524,1080.0,1744.0,1.01,0.014,0.016,0
Weibo2014,CSPGP,20260604-095411,1294.0,2270.0,1.0,0.013,0.017,0
Weibo2014,CSPGP,20260604-111222,1143.0,1354.0,1.0,0.013,0.016,0
Weibo2014,CSPGP,20260604-100609,897.0,1795.0,1.01,0.019,0.017,0
Weibo2014,CSPGP,20260604-102441,809.0,1846.0,1.01,0.018,0.017,0
Weibo2014,CSPGP,20260604-113018,1323.0,1938.0,1.0,0.013,0.018,0
Weibo2014,CSPGP,20260604-091911,1708.0,2548.0,1.0,0.012,0.019,0
Weibo2014,TSBLR,20260604-121010,4983.0,2451.0,1.01,0.001,0.001,0
Weibo2014,TSBLR,20260604-123849,6004.0,2283.0,1.01,0.001,0.001,0
Weibo2014,TSBLR,20260604-122112,4026.0,2380.0,1.01,0.001,0.001,0
Weibo2014,TSBLR,20260604-123251,3643.0,2395.0,1.0,0.001,0.001,0
Weibo2014,TSBLR,20260604-124421,4731.0,2472.0,1.01,0.001,0.001,0
Weibo2014,TSBLR,20260604-121510,4781.0,2490.0,1.0,0.001,0.001,0
Weibo2014,TSBLR,20260604-120451,5475.0,2280.0,1.0,0.001,0.001,0
Weibo2014,TSBLR,20260604-122646,5382.0,2364.0,1.01,0.001,0.001,0
Weibo2014,TSBLR,20260604-115410,3586.0,2465.0,1.01,0.001,0.001,0
Weibo2014,TSBLR,20260604-115942,3790.0,2366.0,1.01,0.001,0.001,0
Weibo2014,TSGP,20260604-132903,1419.0,2601.0,1.0,0.01,0.019,0
Weibo2014,TSGP,20260604-135030,1349.0,2212.0,1.0,0.011,0.019,0
Weibo2014,TSGP,20260604-125814,1430.0,2496.0,1.0,0.011,0.02,0
Weibo2014,TSGP,20260604-143031,1663.0,2481.0,1.0,0.01,0.019,0
Weibo2014,TSGP,20260604-141035,1457.0,2150.0,1.0,0.01,0.02,0
Weibo2014,TSGP,20260604-133934,1303.0,1985.0,1.01,0.01,0.022,0
Weibo2014,TSGP,20260604-142013,1176.0,1953.0,1.0,0.013,0.018,0
Weibo2014,TSGP,20260604-131905,1283.0,2398.0,1.0,0.012,0.02,0
Weibo2014,TSGP,20260604-130805,1546.0,2322.0,1.0,0.011,0.02,0
Weibo2014,TSGP,20260604-140105,1362.0,2195.0,1.01,0.011,0.022,0
Weibo2014,BSCNN,20260604-170539,6686.0,1991.0,1.01,0.001,0.001,0
Weibo2014,BSCNN,20260604-160438,6650.0,1870.0,1.01,0.001,0.001,0
Weibo2014,BSCNN,20260604-154710,7585.0,1944.0,1.01,0.001,0.001,0
Weibo2014,BSCNN,20260604-162039,6382.0,1939.0,1.01,0.001,0.001,0
Weibo2014,BSCNN,20260604-175741,7052.0,1863.0,1.01,0.001,0.001,0
Weibo2014,BSCNN,20260604-164909,5673.0,2119.0,1.01,0.001,0.001,0
Weibo2014,BSCNN,20260604-174439,6943.0,1948.0,1.01,0.001,0.001,0
Weibo2014,BSCNN,20260604-171838,7892.0,1897.0,1.01,0.001,0.001,0
Weibo2014,BSCNN,20260604-173009,7285.0,1837.0,1.01,0.001,0.001,0
Weibo2014,BSCNN,20260604-163638,7235.0,2020.0,1.01,0.001,0.001,0
Weibo2014,BDCNN,20260604-185040,6810.0,2133.0,1.01,0.001,0.002,0
Weibo2014,BDCNN,20260604-200107,6697.0,2188.0,1.01,0.001,0.002,0
Weibo2014,BDCNN,20260604-194908,8518.0,1950.0,1.01,0.001,0.002,0
Weibo2014,BDCNN,20260604-192509,5358.0,2326.0,1.01,0.001,0.002,0
Weibo2014,BDCNN,20260604-202339,6637.0,2394.0,1.01,0.001,0.002,0
Weibo2014,BDCNN,20260604-201111,8473.0,2278.0,1.01,0.001,0.002,0
Weibo2014,BDCNN,20260604-185939,6326.0,2133.0,1.01,0.001,0.001,0
Weibo2014,BDCNN,20260604-191039,4639.0,2401.0,1.01,0.001,0.001,0
Weibo2014,BDCNN,20260604-203139,5000.0,2098.0,1.01,0.001,0.002,0
Weibo2014,BDCNN,20260604-193809,3813.0,2351.0,1.01,0.002,0.002,0
Yang2025,CSPBLDA,20260604-233647,2023.0,2558.0,1.0,0.0,0.0,0
Yang2025,CSPBLDA,20260604-213856,3299.0,2402.0,1.0,0.0,0.0,0
Yang2025,CSPBLDA,20260604-205820,1721.0,2297.0,1.0,0.0,0.0,0
Yang2025,CSPBLDA,20260604-225721,2669.0,2507.0,1.0,0.0,0.0,0
Yang2025,CSPBLDA,20260605-013650,3811.0,2391.0,1.0,0.0,0.0,0
Yang2025,CSPBLDA,20260604-221829,2444.0,2699.0,1.0,0.0,0.0,0
Yang2025,CSPBLDA,20260605-005650,2461.0,2624.0,1.0,0.0,0.0,0
Yang2025,CSPBLDA,20260605-025833,2432.0,2464.0,1.0,0.0,0.0,0
Yang2025,CSPBLDA,20260605-001718,2294.0,2394.0,1.0,0.0,0.0,0
Yang2025,CSPBLDA,20260605-021718,3132.0,2553.0,1.0,0.0,0.0,0
Yang2025,CSPGP,20260605-081409,977.0,1684.0,1.0,0.013,0.014,0
Yang2025,CSPGP,20260605-041616,1019.0,1838.0,1.0,0.009,0.011,0
Yang2025,CSPGP,20260605-045909,1195.0,2179.0,1.0,0.01,0.017,0
Yang2025,CSPGP,20260605-092139,1196.0,2008.0,1.0,0.011,0.012,0
Yang2025,CSPGP,20260605-074132,767.0,1273.0,1.0,0.014,0.013,0
Yang2025,CSPGP,20260605-065934,1040.0,1456.0,1.0,0.009,0.017,0
Yang2025,CSPGP,20260605-054209,1048.0,1400.0,1.0,0.012,0.017,0
Yang2025,CSPGP,20260605-084648,1177.0,1767.0,1.0,0.01,0.011,0
Yang2025,CSPGP,20260605-100011,1044.0,1856.0,1.0,0.012,0.015,0
Yang2025,CSPGP,20260605-062035,1145.0,1913.0,1.0,0.01,0.014,0
Yang2025,TSBLR,20260605-115158,3902.0,2692.0,1.0,0.001,0.001,0
Yang2025,TSBLR,20260605-113131,4045.0,2499.0,1.0,0.001,0.001,0
Yang2025,TSBLR,20260605-114128,3886.0,2312.0,1.0,0.001,0.001,0
Yang2025,TSBLR,20260605-105349,4410.0,2415.0,1.01,0.001,0.001,0
Yang2025,TSBLR,20260605-121932,4177.0,2153.0,1.0,0.001,0.001,0
Yang2025,TSBLR,20260605-112228,4379.0,2554.0,1.0,0.001,0.001,0
Yang2025,TSBLR,20260605-110258,4184.0,2608.0,1.0,0.001,0.001,0
Yang2025,TSBLR,20260605-111228,4089.0,2574.0,1.0,0.001,0.001,0
Yang2025,TSBLR,20260605-121031,3868.0,2338.0,1.0,0.001,0.001,0
Yang2025,TSBLR,20260605-120142,3754.0,2522.0,1.0,0.001,0.001,0
Yang2025,TSGP,20260606-050311,1014.0,1820.0,1.01,0.01,0.019,0
Yang2025,TSGP,20260606-043309,866.0,1744.0,1.0,0.011,0.022,0
Yang2025,TSGP,20260606-051841,880.0,1558.0,1.0,0.011,0.018,0
Yang2025,TSGP,20260606-053438,1104.0,2034.0,1.0,0.01,0.019,0
Yang2025,TSGP,20260606-041611,1028.0,1377.0,1.0,0.011,0.017,0
Yang2025,TSGP,20260606-060311,1038.0,1848.0,1.0,0.012,0.015,0
Yang2025,TSGP,20260606-055006,887.0,1846.0,1.0,0.011,0.018,0
Yang2025,TSGP,20260606-040048,1107.0,1914.0,1.0,0.01,0.02,0
Yang2025,TSGP,20260606-034508,959.0,1935.0,1.0,0.012,0.018,0
Yang2025,TSGP,20260606-044706,910.0,1723.0,1.0,0.011,0.018,0
Yang2025,BSCNN,20260606-092341,4580.0,2177.0,1.01,0.0,0.001,0
Yang2025,BSCNN,20260606-113039,4443.0,2252.0,1.01,0.0,0.001,0
Yang2025,BSCNN,20260606-181039,4279.0,2279.0,1.01,0.0,0.001,0
Yang2025,BSCNN,20260606-155211,5800.0,2315.0,1.01,0.0,0.001,0
Yang2025,BSCNN,20260606-144209,4690.0,2318.0,1.01,0.0,0.001,0
Yang2025,BSCNN,20260606-134209,5380.0,2062.0,1.01,0.0,0.001,0
Yang2025,BSCNN,20260606-123839,4489.0,2207.0,1.01,0.0,0.001,0
Yang2025,BSCNN,20260606-102439,7368.0,1891.0,1.01,0.0,0.001,0
Yang2025,BSCNN,20260606-192841,5158.0,2189.0,1.01,0.0,0.001,0
Yang2025,BSCNN,20260606-170309,4840.0,2210.0,1.01,0.0,0.001,0
Yang2025,BDCNN,20260607-053441,3998.0,2572.0,1.0,0.001,0.001,0
Yang2025,BDCNN,20260607-035009,4357.0,2505.0,1.0,0.001,0.001,0
Yang2025,BDCNN,20260607-031941,5496.0,2180.0,1.0,0.001,0.001,0
Yang2025,BDCNN,20260607-002709,3157.0,2485.0,1.0,0.001,0.001,0
Yang2025,BDCNN,20260607-042639,7153.0,2237.0,1.0,0.001,0.001,0
Yang2025,BDCNN,20260607-024711,3900.0,2548.0,1.0,0.001,0.001,0
Yang2025,BDCNN,20260607-010439,5090.0,2199.0,1.01,0.001,0.001,0
Yang2025,BDCNN,20260607-021812,4280.0,2551.0,1.0,0.001,0.001,0
Yang2025,BDCNN,20260607-045639,3774.0,2538.0,1.0,0.001,0.001,0
Yang2025,BDCNN,20260607-014342,4244.0,2542.0,1.01,0.001,0.001,0
Zhou2020,CSPBLDA,20260607-062839,2404.0,2656.0,1.01,0.001,0.0,0
Zhou2020,CSPBLDA,20260607-074913,1827.0,2342.0,1.0,0.001,0.001,0
Zhou2020,CSPBLDA,20260607-070041,1996.0,2368.0,1.01,0.001,0.001,0
Zhou2020,CSPBLDA,20260607-073206,3277.0,2773.0,1.0,0.0,0.0,0
Zhou2020,CSPBLDA,20260607-064506,2316.0,2647.0,1.0,0.001,0.0,0
Zhou2020,CSPBLDA,20260607-080457,3534.0,2663.0,1.0,0.0,0.0,0
Zhou2020,CSPBLDA,20260607-071637,2781.0,2541.0,1.0,0.001,0.0,0
Zhou2020,CSPBLDA,20260607-082039,1462.0,1985.0,1.0,0.001,0.0,0
Zhou2020,CSPGP,20260607-114613,272.0,839.0,1.01,0.053,0.016,0
Zhou2020,CSPGP,20260607-100957,694.0,624.0,1.0,0.017,0.018,0
Zhou2020,CSPGP,20260607-085513,688.0,624.0,1.01,0.02,0.017,0
Zhou2020,CSPGP,20260607-094901,1185.0,1898.0,1.01,0.013,0.013,0
Zhou2020,CSPGP,20260607-112234,1194.0,1674.0,1.01,0.014,0.015,0
Zhou2020,CSPGP,20260607-105758,871.0,1566.0,1.01,0.015,0.016,0
Zhou2020,CSPGP,20260607-092349,1024.0,1922.0,1.01,0.013,0.016,0
Zhou2020,CSPGP,20260607-103918,1323.0,1843.0,1.0,0.013,0.015,0
Zhou2020,TSBLR,20260607-125214,6996.0,2363.0,1.01,0.001,0.001,0
Zhou2020,TSBLR,20260607-133209,6643.0,2277.0,1.01,0.001,0.001,0
Zhou2020,TSBLR,20260607-134255,6583.0,2264.0,1.01,0.001,0.001,0
Zhou2020,TSBLR,20260607-131211,7132.0,2304.0,1.01,0.001,0.001,0
Zhou2020,TSBLR,20260607-130240,6963.0,2271.0,1.01,0.001,0.001,0
Zhou2020,TSBLR,20260607-132207,7030.0,2151.0,1.0,0.001,0.001,0
Zhou2020,TSBLR,20260607-135232,6518.0,2173.0,1.01,0.001,0.001,0
Zhou2020,TSBLR,20260607-124107,6355.0,2271.0,1.01,0.001,0.001,0
Zhou2020,TSGP,20260607-153418,1238.0,2114.0,1.0,0.011,0.02,0
Zhou2020,TSGP,20260607-160222,1084.0,1703.0,1.0,0.011,0.021,0
Zhou2020,TSGP,20260607-152116,1129.0,1973.0,1.0,0.012,0.018,0
Zhou2020,TSGP,20260607-154747,1377.0,2081.0,1.0,0.01,0.02,0
Zhou2020,TSGP,20260607-145515,1444.0,2249.0,1.0,0.011,0.016,0
Zhou2020,TSGP,20260607-142825,1014.0,1720.0,1.0,0.01,0.02,0
Zhou2020,TSGP,20260607-144148,1283.0,1886.0,1.0,0.011,0.021,0
Zhou2020,TSGP,20260607-150812,1021.0,1832.0,1.0,0.011,0.019,0
Zhou2020,BSCNN,20260608-030411,6922.0,2008.0,1.01,0.0,0.001,0
Zhou2020,BSCNN,20260608-021009,4945.0,2188.0,1.01,0.0,0.001,0
Zhou2020,BSCNN,20260607-233342,6359.0,2118.0,1.01,0.0,0.001,0
Zhou2020,BSCNN,20260608-040039,7201.0,2021.0,1.01,0.0,0.001,0
Zhou2020,BSCNN,20260608-011041,5412.0,2029.0,1.01,0.0,0.001,0
Zhou2020,BSCNN,20260608-002609,5358.0,1845.0,1.01,0.0,0.001,0
Zhou2020,BSCNN,20260607-214634,5681.0,2155.0,1.01,0.0,0.001,0
Zhou2020,BSCNN,20260607-223709,6646.0,1851.0,1.01,0.0,0.001,0
Zhou2020,BDCNN,20260608-103939,6387.0,2092.0,1.01,0.0,0.001,0
Zhou2020,BDCNN,20260608-091302,4650.0,2197.0,1.01,0.001,0.001,0
Zhou2020,BDCNN,20260608-112434,5210.0,2034.0,1.01,0.001,0.001,0
Zhou2020,BDCNN,20260608-095409,5825.0,1984.0,1.01,0.001,0.001,0
Zhou2020,BDCNN,20260608-130709,7404.0,2095.0,1.01,0.0,0.001,0
Zhou2020,BDCNN,20260608-135634,5978.0,2125.0,1.01,0.001,0.001,0
Zhou2020,BDCNN,20260608-120911,7192.0,2090.0,1.01,0.0,0.001,0
Zhou2020,BDCNN,20260608-143511,4893.0,2250.0,1.01,0.001,0.001,0
